WordId,Word,Reading,Difficulty,Category,RequiredLevel,ResearchTimeSeconds
279,ちぐはぐ,ちぐはぐ,3,ADJECTIVE,5,270
280,些とも,ちっとも,3,OTHER,5,270
281,ちゃん,ちゃん,2,OTHER,3,120
282,ちゃんと,ちゃんと,3,VERB,5,270
283,ちょくちょく,ちょくちょく,5,OTHER,9,750
284,ちょっぴり,ちょっぴり,4,OTHER,7,480
285,ちらちら,ちらちら,3,VERB,5,270
286,ちらっと,ちらっと,3,OTHER,5,270
287,ちんちん,ちんちん,3,VERB,5,270
288,っ放し,っぱなし,3,OTHER,5,270
289,つい,つい,1,OTHER,1,30
290,序でに,ついでに,3,OTHER,5,270
291,熟,つくづく,3,OTHER,5,270
292,つつ,つつ,1,OTHER,1,30
293,躑躅,つつじ,2,OBJECT,3,120
294,詰らない,つまらない,4,ADJECTIVE,7,480
295,つるつる,つるつる,3,VERB,5,270
296,てくてく,てくてく,3,OTHER,5,270
297,てっきり,てっきり,3,OTHER,5,270
298,である,である,2,VERB,3,120
299,でかい,でかい,2,ADJECTIVE,3,120
300,でしょう,でしょう,3,OTHER,5,270
301,ですから,ですから,3,OTHER,5,270
302,では,では,1,OTHER,1,30
303,でも,でも,1,OTHER,1,30
304,と言うもの,というもの,4,OTHER,7,480
305,とか,とか,1,OTHER,1,30
306,所が,ところが,3,OTHER,5,270
307,として,として,2,OTHER,3,120
308,としても,としても,3,OTHER,5,270
309,とすると,とすると,3,OTHER,5,270
310,迚も,とても,2,OTHER,3,120
311,とろ,とろ,1,OBJECT,1,30
312,飛んだ,とんだ,2,ADJECTIVE,3,120
313,とんでも無い,とんでもない,5,ADJECTIVE,9,750
314,とんとん,とんとん,3,ADJECTIVE,5,270
315,という訳,というわけ,4,OTHER,7,480
316,と言えば,といえば,3,OTHER,5,270
317,如何,どう,1,OTHER,1,30
318,どう言う,どういう,3,ADJECTIVE,5,270
319,どうしたの,どうしたの,4,OTHER,7,480
320,どうせ,どうせ,2,OTHER,3,120
321,どうにか,どうにか,3,VERB,5,270
322,どうも,どうも,2,OTHER,3,120
323,どうやら,どうやら,3,OTHER,5,270
324,どう致しまして,どういたしまして,7,OTHER,13,1470
325,ドキッと,どきっと,3,VERB,5,270
326,ドキドキ,どきどき,3,VERB,5,270
327,どしどし,どしどし,3,OTHER,5,270
328,どたばた,どたばた,3,VERB,5,270
329,何方も,どちらも,3,OTHER,5,270
330,どっと,どっと,2,OTHER,3,120
331,何方でも,どなたでも,4,OTHER,7,480
332,どの様,どのよう,3,ADJECTIVE,5,270
333,どの位,どのくらい,4,OBJECT,7,480
334,何れ,どれ,1,OTHER,1,30
335,何れでも,どれでも,3,OTHER,5,270
336,泥々,どろどろ,3,VERB,5,270
337,どんどん,どんどん,3,OTHER,5,270
338,どんな,どんな,2,ADJECTIVE,3,120
339,どんなに,どんなに,3,OTHER,5,270
340,等閑,なおざり,3,ADJECTIVE,5,270
341,何故なら,なぜなら,3,OTHER,5,270
342,何故ならば,なぜならば,4,OTHER,7,480
343,なら,なら,1,OTHER,1,30
344,なんか,なんか,2,OTHER,3,120
345,に於いて,において,3,OTHER,5,270
346,に於ける,における,3,OTHER,5,270
347,和やか,にこやか,3,ADJECTIVE,5,270
348,に取って,にとって,3,OTHER,5,270
349,にも,にも,1,OTHER,1,30
350,ニヤニヤ,にやにや,3,VERB,5,270
351,に因って,によって,3,OTHER,5,270
352,によって異なる,によってことなる,7,VERB,13,1470
353,に依る,による,2,VERB,3,120
354,に依ると,によると,3,OTHER,5,270
355,に加えて,にくわえて,4,OTHER,7,480
356,に関して,にかんして,4,OTHER,7,480
357,に就いて,について,3,OTHER,5,270
358,に対して,にたいして,4,OTHER,7,480
359,に対する,にたいする,4,OTHER,7,480
360,ヌルヌル,ぬるぬる,3,VERB,5,270
361,ねた,ねた,1,FOOD,1,30
362,の度に,のたびに,3,OTHER,5,270
363,ので,ので,1,OTHER,1,30
364,のに,のに,1,OTHER,1,30
365,のみ,のみ,1,OTHER,1,30
366,のろのろ,のろのろ,3,VERB,5,270
367,のんびり,のんびり,3,VERB,5,270
368,はい,はい,1,OTHER,1,30
369,はっきり,はっきり,3,VERB,5,270
370,蔓延る,はびこる,3,VERB,5,270
371,許り,ばかり,2,OTHER,3,120
372,ばてる,ばてる,2,VERB,3,120
373,薔薇薔薇,ばらばら,3,VERB,5,270
374,ばりばり,ばりばり,3,VERB,5,270
375,ばれる,ばれる,2,VERB,3,120
376,パッと,ぱっと,2,VERB,3,120
377,犇々,ひしひし,3,OTHER,5,270
378,ヒソヒソ,ひそひそ,3,OTHER,5,270
379,只管,ひたすら,3,ADJECTIVE,5,270
380,ひっそり,ひっそり,3,VERB,5,270
381,罅,ひび,1,OBJECT,1,30
382,ひょっとすると,ひょっとすると,6,OTHER,11,1080
383,ひらひら,ひらひら,3,VERB,5,270
384,びくびく,びくびく,3,VERB,5,270
385,びしょびしょ,びしょびしょ,5,ADJECTIVE,9,750
386,びっしょり,びっしょり,4,ADJECTIVE,7,480
387,びっしり,びっしり,3,OTHER,5,270
388,ビリビリ,びりびり,3,VERB,5,270
389,ピカピカ,ぴかぴか,3,VERB,5,270
390,ぴったり,ぴったり,3,VERB,5,270
391,ぴょんぴょん,ぴょんぴょん,5,OTHER,9,750
392,ぴりぴり,ぴりぴり,3,VERB,5,270
393,ぴんぴん,ぴんぴん,3,VERB,5,270
394,ふらふら,ふらふら,3,VERB,5,270
395,ふわり,ふわり,2,OTHER,3,120
396,ぶかぶか,ぶかぶか,3,VERB,5,270
397,ぶっきら棒,ぶっきらぼう,5,ADJECTIVE,9,750
398,ぶつかる,ぶつかる,3,VERB,5,270
399,ぶつぶつ,ぶつぶつ,3,OBJECT,5,270
400,ぶらぶら,ぶらぶら,3,VERB,5,270
401,ぶら下がる,ぶらさがる,4,VERB,7,480
402,ぶら下げる,ぶらさげる,4,VERB,7,480
403,ぶるぶる,ぶるぶる,3,VERB,5,270
404,ヘトヘト,へとへと,3,ADJECTIVE,5,270
405,可き,べき,1,OTHER,1,30
406,ベタベタ,べたべた,3,VERB,5,270
407,ぺこぺこ,ぺこぺこ,3,VERB,5,270
408,ぺらぺら,ぺらぺら,3,VERB,5,270
409,ほっと,ほっと,2,VERB,3,120
410,ほら,ほら,1,OTHER,1,30
411,本の,ほんの,2,ADJECTIVE,3,120
412,ほんのり,ほんのり,3,VERB,5,270
413,ぼーっと,ぼーっと,3,VERB,5,270
414,惚け,ぼけ,1,OBJECT,1,30
415,ぼやける,ぼやける,3,VERB,5,270
416,ボロボロ,ぼろぼろ,3,VERB,5,270
417,ぼんやり,ぼんやり,3,VERB,5,270
418,ぽかぽか,ぽかぽか,3,VERB,5,270
419,ぽかん,ぽかん,2,OTHER,3,120
420,ポタポタ,ぽたぽた,3,VERB,5,270
421,まあ,まあ,1,OTHER,1,30
422,まあまあ,まあまあ,3,ADJECTIVE,5,270
423,まごまご,まごまご,3,VERB,5,270
424,忠実,ちゅうじつ,4,ADJECTIVE,7,480
425,見す見す,みすみす,3,OTHER,5,270
426,ムカムカ,むかむか,3,VERB,5,270
427,むっつり,むっつり,3,VERB,5,270
428,メキメキ,めきめき,3,OTHER,5,270
429,めく,めく,1,VERB,1,30
430,めっきり,めっきり,3,OTHER,5,270
431,もう,もう,1,OTHER,1,30
432,藻掻く,もがく,2,VERB,3,120
433,若し,もし,1,OTHER,1,30
434,若しかしたら,もしかしたら,5,OTHER,9,750
435,若しかして,もしかして,4,OTHER,7,480
436,若しかすると,もしかすると,5,OTHER,9,750
437,もしもし,もしもし,3,OTHER,5,270
438,もっと,もっと,2,OTHER,3,120
439,持て成し,もてなし,3,OBJECT,5,270
440,軈て,やがて,2,OTHER,3,120
441,ヤクザ,やくざ,2,ADJECTIVE,3,120
442,やって来る,やってくる,4,VERB,7,480
443,漸と,やっと,2,OTHER,3,120
444,矢っ張り,やっぱり,3,OTHER,5,270
445,やばい,やばい,2,ADJECTIVE,3,120
446,ややこしい,ややこしい,4,ADJECTIVE,7,480
447,やり繰り,やりくり,3,VERB,5,270
448,やり取り,やりとり,3,VERB,5,270
449,やり方,やりかた,3,OBJECT,5,270
450,遣る,やる,1,VERB,1,30
451,やれやれ,やれやれ,3,OTHER,5,270
452,ゆっくり,ゆっくり,3,VERB,5,270
453,ゆとり,ゆとり,2,ADJECTIVE,3,120
454,揺ら揺ら,ゆらゆら,3,VERB,5,270
455,ようこそ,ようこそ,3,OTHER,5,270
456,様に,ように,2,OTHER,3,120
457,様にする,ようにする,4,VERB,7,480
458,様になる,ようになる,4,VERB,7,480
459,寄越す,よこす,2,VERB,3,120
460,涎,よだれ,2,OBJECT,3,120
461,よちよち,よちよち,3,VERB,5,270
462,より,より,1,OTHER,1,30
463,よれば,よれば,2,OTHER,3,120
464,蹌踉めく,よろめく,3,VERB,5,270
465,よろよろ,よろよろ,3,VERB,5,270
466,らしい,らしい,2,ADJECTIVE,3,120
467,わいわい,わいわい,3,OTHER,5,270
468,わくわく,わくわく,3,VERB,5,270
469,アーキテクチャ,あーきてくちゃ,6,OBJECT,11,1080
470,アーク,あーく,2,OBJECT,3,120
471,アーケード,あーけーど,4,OBJECT,7,480
472,アース,あーす,2,VERB,3,120
473,アーチ,あーち,2,OBJECT,3,120
474,アーチェリー,あーちぇりー,5,OBJECT,9,750
475,アーティスト,あーてぃすと,5,OBJECT,9,750
476,アート,あーと,2,OBJECT,3,120
477,アーバン,あーばん,3,ADJECTIVE,5,270
478,アーム,あーむ,2,OBJECT,3,120
479,アーモンド,あーもんど,4,OBJECT,7,480
480,アイコン,あいこん,3,OBJECT,5,270
481,アイシャドウ,あいしゃどう,5,OBJECT,9,750
482,アイス,あいす,2,ADJECTIVE,3,120
483,アイスクリーム,あいすくりーむ,6,FOOD,11,1080
484,アイスホッケー,あいすほっけー,6,OBJECT,11,1080
485,アイテム,あいてむ,3,OBJECT,5,270
486,アイデア,あいであ,3,OBJECT,5,270
487,アイデンティティ,あいでんてぃてぃ,7,OBJECT,13,1470
488,アイドル,あいどる,3,OBJECT,5,270
489,アイヌ,あいぬ,2,OBJECT,3,120
490,アイボリー,あいぼりー,4,OBJECT,7,480
491,アイリス,あいりす,3,OBJECT,5,270
492,アイロン,あいろん,3,OBJECT,5,270
493,ＯＵＴ,あうと,2,ADJECTIVE,3,120
494,アウトドア,あうとどあ,4,OBJECT,7,480
495,アウトレット,あうとれっと,5,OBJECT,9,750
496,アカデミー,あかでみー,4,OBJECT,7,480
497,アカデミック,あかでみっく,5,ADJECTIVE,9,750
498,アキレス腱,あきれすけん,5,OBJECT,9,750
499,アコースティック,あこーすてぃっく,7,ADJECTIVE,13,1470
500,アクシデント,あくしでんと,5,OBJECT,9,750
501,アクション,あくしょん,4,OBJECT,7,480
502,アクセサリー,あくせさりー,5,OBJECT,9,750
503,アクセス,あくせす,3,VERB,5,270
504,アクセル,あくせる,3,OBJECT,5,270
505,アクセント,あくせんと,4,OBJECT,7,480
506,アクティビティ,あくてぃびてぃ,6,OBJECT,11,1080
507,アクティブ,あくてぃぶ,4,ADJECTIVE,7,480
508,アクリル,あくりる,3,ADJECTIVE,5,270
509,アクロバット,あくろばっと,5,OBJECT,9,750
510,アグレッシブ,あぐれっしぶ,5,ADJECTIVE,9,750
511,アコーディオン,あこーでぃおん,6,OBJECT,11,1080
512,アコード,あこーど,3,OBJECT,5,270
513,アシスタント,あしすたんと,5,OBJECT,9,750
514,アシスト,あしすと,3,VERB,5,270
515,亜細亜,あじあ,2,OBJECT,3,120
516,アジト,あじと,2,OBJECT,3,120
517,ＡＳＣＩＩ,あすきー,3,OBJECT,5,270
518,アスパラガス,あすぱらがす,5,OBJECT,9,750
519,アスファルト,あすふぁると,5,OBJECT,9,750
520,アスベスト,あすべすと,4,OBJECT,7,480
521,アスリート,あすりーと,4,OBJECT,7,480
522,アスレチック,あすれちっく,5,OBJECT,9,750
523,アセスメント,あせすめんと,5,OBJECT,9,750
524,アタック,あたっく,3,VERB,5,270
525,アダプター,あだぷたー,4,OBJECT,7,480
526,アダルト,あだると,3,ADJECTIVE,5,270
527,アット,あっと,2,OBJECT,3,120
528,アッパー,あっぱー,3,ADJECTIVE,5,270
529,アップ,あっぷ,2,VERB,3,120
530,アトピー,あとぴー,3,ADJECTIVE,5,270
531,アトム,あとむ,2,OBJECT,3,120
532,アトラクション,あとらくしょん,6,OBJECT,11,1080
533,アトリエ,あとりえ,3,OBJECT,5,270
534,アド,あど,1,OBJECT,1,30
535,アドバイザー,あどばいざー,5,OBJECT,9,750
536,アドバイス,あどばいす,4,VERB,7,480
537,アドバンテージ,あどばんてーじ,6,OBJECT,11,1080
538,アドベンチャー,あどべんちゃー,6,OBJECT,11,1080
539,アドリブ,あどりぶ,3,ADJECTIVE,5,270
540,アドレス,あどれす,3,VERB,5,270
541,アドレナリン,あどれなりん,5,OBJECT,9,750
542,アナ,あな,1,OBJECT,1,30
543,アナウンサー,あなうんさー,5,OBJECT,9,750
544,アナウンス,あなうんす,4,VERB,7,480
545,アナリスト,あなりすと,4,OBJECT,7,480
546,アナログ,あなろぐ,3,ADJECTIVE,5,270
547,アニマル,あにまる,3,OBJECT,5,270
548,アニメ,あにめ,2,OBJECT,3,120
549,アニメーション,あにめーしょん,6,OBJECT,11,1080
550,アバウト,あばうと,3,ADJECTIVE,5,270
551,アパート,あぱーと,3,OBJECT,5,270
552,アピール,あぴーる,3,VERB,5,270
553,アフター,あふたー,3,OBJECT,5,270
554,アフタヌーン,あふたぬーん,5,OBJECT,9,750
555,アプリ,あぷり,2,OBJECT,3,120
556,アプリケーション,あぷりけーしょん,7,OBJECT,13,1470
557,アプローチ,あぷろーち,4,VERB,7,480
558,アベック,あべっく,3,ADJECTIVE,5,270
559,アベニュー,あべにゅー,4,OBJECT,7,480
560,アマ,あま,1,OBJECT,1,30
561,アマチュア,あまちゅあ,4,ADJECTIVE,7,480
562,アミノ酸,あみのさん,4,OBJECT,7,480
563,アミューズメント,あみゅーずめんと,7,OBJECT,13,1470
564,アメーバ,あめーば,3,OBJECT,5,270
565,ＡＭｅＤＡＳ,あめだす,3,OBJECT,5,270
566,アメフト,あめふと,3,OBJECT,5,270
567,アメリカン,あめりかん,4,ADJECTIVE,7,480
568,アメリカ人,あめりかじん,5,OBJECT,9,750
569,アラカルト,あらかると,4,OBJECT,7,480
